long_name,cre,collection_date,sequencing_type,total_reads,all_mapped_percent,mRNA_percent,genome_percent,ercc_percent,tdt_permillion,major_class,sub_class,major_dissection,layer_dissectoin,color_code,short_name
Sc01151531,Slc17a6,11/24/2014,hiseq_020215,4967966,88.05,44.64,37.29,1.2,190,Excitatory,L6a1,V1,All,75,Sc1882_V
Sc01151532,Slc17a6,11/24/2014,hiseq_020215,5814497,92.52,53.21,33.48,1.02,235.4,Excitatory,L6a2,V1,All,75,Sc1883_V
Sc01151533,Slc17a6,11/24/2014,hiseq_020215,5142028,89.05,50.41,32.34,1.07,202.1,Excitatory,L5a,V1,All,75,Sc1884_V
Sc01151534,Slc17a6,11/24/2014,hiseq_020215,5197854,90.81,51.33,33.53,0.83,231.4,Excitatory,L2/3,V1,All,75,Sc1885_V
Sc01151535,Slc17a6,11/24/2014,hiseq_020215,5427750,90.88,53.86,31,0.96,332.4,Excitatory,L4,V1,All,75,Sc1886_V
Sc01151536,Slc17a6,11/24/2014,hiseq_020215,5364762,86.5,53.64,26.75,1.49,185.7,Excitatory,L2/3,V1,All,75,Sc1887_V
Sc01151537,Slc17a6,11/24/2014,hiseq_020215,5045495,86.95,49.25,31.47,1.06,174.6,Excitatory,L5,V1,All,75,Sc1888_V
Sc01151538,Slc17a6,11/24/2014,hiseq_020215,6486971,89.53,51.04,32.68,1.16,140.3,Excitatory,L2/3,V1,All,75,Sc1889_V
Sc01151539,Slc17a6,11/24/2014,hiseq_020215,6258877,89.83,50.64,32.92,1.22,204.7,Excitatory,L2/3,V1,All,75,Sc1890_V
Sc01151540,Slc17a6,11/24/2014,hiseq_020215,6530336,88.51,50.68,31.66,1.83,226.3,Excitatory,L5a,V1,All,75,Sc1891_V
Sc01151541,Slc17a6,11/24/2014,hiseq_020215,6302428,88.69,54.83,27.17,1.36,164.1,Excitatory,L5a,V1,All,75,Sc1892_V
Sc01151542,Slc17a6,11/24/2014,hiseq_020215,5925369,91.58,53.99,30.77,0.95,174.7,Excitatory,L2/3,V1,All,75,Sc1893_V
Sc01151543,Slc17a6,11/24/2014,hiseq_020215,5612120,91.11,50.28,33.84,1.57,103.5,Excitatory,L2/3,V1,All,75,Sc1894_V
Sc01151544,Slc17a6,11/24/2014,hiseq_020215,6794046,90.89,49.7,33.69,1.65,338.5,Excitatory,L6b,V1,All,75,Sc1895_V
Sc01151545,Slc17a6,11/24/2014,hiseq_020215,23670648,88.86,50.69,31.49,1.14,155.3,Excitatory,L2/3,V1,All,75,Sc1896_V
Sc01151546,Slc17a6,11/24/2014,hiseq_020215,5015083,88.06,40.53,38.82,2.14,258.6,Excitatory,L6a2,V1,All,75,Sc1897_V
Sc01151547,Slc17a6,11/24/2014,hiseq_020215,6131666,90.42,53.09,30.63,1.66,193.4,Excitatory,L2/3,V1,All,75,Sc1898_V
Sc01151548,Slc17a6,11/24/2014,hiseq_020215,6773489,90.68,52.34,31.87,1.68,50.8,Excitatory,L5b,V1,All,75,Sc1899_V
T01101409,Ntsr1,12/12/2013,hiseq,21837078,93.96,53.96,33.2,1.66,381.6,Excitatory,L6a1,V1,L6a,10,T208_V6
T01101410,Ntsr1,12/12/2013,hiseq,21674977,93.6,53.09,33.85,1.55,220.9,Excitatory,L6a1,V1,L6a,10,T209_V6
T01101411,Ntsr1,12/12/2013,hiseq,24419782,93.47,53.71,33.53,2.32,171.4,Excitatory,L6a1,V1,L6a,10,T210_V6
T01101412,Ntsr1,12/12/2013,hiseq,22148816,93.37,53.49,32.89,2.33,289.7,Excitatory,L6a1,V1,L6a,10,T211_V6
T01101413,Ntsr1,12/12/2013,hiseq,12034739,93.76,49.55,37.38,2.03,203.6,Excitatory,L6a1,V1,L6a,10,T212_V6
T01101414,Ntsr1,12/12/2013,hiseq,8400538,93.75,56.39,30.37,2.23,456.5,Excitatory,L6a1,V1,L6a,10,T213_V6
T01101415,Ntsr1,12/12/2013,hiseq,12560553,91.59,50.42,32.8,2.9,479.8,Excitatory,L6a1,V1,L6a,10,T214_V6
T01101416,Ntsr1,12/12/2013,hiseq,13201543,93.12,53.03,32.7,2.77,251.2,Excitatory,L6a,V1,L6a,10,T215_V6
T01141541n,Ntsr1 Neg,11/3/2014,hiseq_020215,5650090,92.94,53.26,33.31,1.14,7.4,Excitatory,L6a2,V1,L6a,40,T1816n_V6a
T01141542n,Ntsr1 Neg,11/3/2014,hiseq_020215,6039228,91.49,51.32,32.11,2.48,0,Glia,Oligodendrocyte,V1,L6a,40,T1817n_V6a
T01141543n,Ntsr1 Neg,11/3/2014,hiseq_020215,5817200,90.26,50.92,23.01,7.6,0.3,Glia,Oligodendrocyte,V1,L6a,40,T1818n_V6a
T01141544n,Ntsr1 Neg,11/3/2014,hiseq_020215,8298587,92.07,49.65,36.26,1.28,15.8,Excitatory,L6a2,V1,L6a,40,T1819n_V6a
T01141545n,Ntsr1 Neg,11/3/2014,hiseq_020215,5520775,91.72,52.96,25.57,5.35,0,Glia,Oligodendrocyte,V1,L6a,40,T1820n_V6a
T01141546n,Ntsr1 Neg,11/3/2014,hiseq_020215,5789838,92.08,65.61,18.5,1.79,0,Excitatory,L6a2,V1,L6a,40,T1821n_V6a
T01141547n,Ntsr1 Neg,11/3/2014,hiseq_020215,9257102,92.33,62.94,23.01,1.33,0.4,Excitatory,L6a2,V1,L6a,40,T1822n_V6a
T01141548n,Ntsr1 Neg,11/3/2014,hiseq_020215,5376917,92.26,52.12,33.45,1.31,1.1,Excitatory,L6a2,V1,L6a,40,T1823n_V6a
T01141549n,Ntsr1 Neg,11/3/2014,hiseq_020215,5240992,93.05,49.75,37.22,1.2,0,Excitatory,L6a2,V1,L6a,40,T1824n_V6a
T01141550n,Ntsr1 Neg,11/3/2014,hiseq_020215,5948636,92.45,36.18,46.31,4.82,0,Glia,OPC,V1,L6a,40,T1825n_V6a
T01141551n,Ntsr1 Neg,11/3/2014,hiseq_020215,5740168,90.55,36.74,41.64,5.52,9.6,Glia,Astrocyte,V1,L6a,40,T1826n_V6a
T01141552n,Ntsr1 Neg,11/3/2014,hiseq_020215,7634342,92.27,36.01,47,4.59,49.5,Glia,OPC,V1,L6a,40,T1827n_V6a
T01141553n,Ntsr1 Neg,11/3/2014,hiseq_020215,7195887,91.25,58.04,19.5,5.76,0,Glia,Oligodendrocyte,V1,L6a,40,T1828n_V6a
T01141554n,Ntsr1 Neg,11/3/2014,hiseq_020215,6252671,91.65,33.64,43.05,6.21,4.2,Glia,Astrocyte,V1,L6a,40,T1829n_V6a
T01141555n,Ntsr1 Neg,11/3/2014,hiseq_020215,7949562,93.02,49.84,36.39,1.55,1.8,Excitatory,L6a2,V1,L6a,40,T1830n_V6a
T01141556n,Ntsr1 Neg,11/3/2014,hiseq_020215,5612412,92.3,57.77,23.05,4.33,0,Glia,Oligodendrocyte,V1,L6a,40,T1831n_V6a
T01141557n,Ntsr1 Neg,11/3/2014,hiseq_020215,6671214,91.5,31.8,46.26,6.18,5.4,Glia,Astrocyte,V1,L6a,40,T1832n_V6a
T01141558n,Ntsr1 Neg,11/3/2014,hiseq_020215,6215552,88.45,44.06,31.39,8.53,0,Glia,Microglia,V1,L6a,40,T1833n_V6a
T01141559n,Ntsr1 Neg,11/3/2014,hiseq_020215,5750055,89.45,51.57,23.42,6.87,0,Glia,Oligodendrocyte,V1,L6a,40,T1834n_V6a
T01141560n,Ntsr1 Neg,11/3/2014,hiseq_020215,5211171,90.97,23.94,51.46,7.11,1.2,Glia,Astrocyte,V1,L6a,40,T1835n_V6a
T01141561n,Ntsr1 Neg,11/3/2014,hiseq_020215,5286313,90.01,33.25,43.04,5.88,11.4,Glia,Astrocyte,V1,L6a,40,T1836n_V6a
T01141562n,Ntsr1 Neg,11/3/2014,hiseq_020215,6616924,90.99,48.86,27.02,7.48,5.6,Glia,Oligodendrocyte,V1,L6a,40,T1837n_V6a
T01141563n,Ntsr1 Neg,11/3/2014,hiseq_020215,5597403,91.62,55.79,24.78,4.43,0,Glia,Oligodendrocyte,V1,L6a,40,T1838n_V6a
T01141564n,Ntsr1 Neg,11/3/2014,hiseq_020215,5141431,90.85,51.97,23.51,5.97,4.5,Glia,Oligodendrocyte,V1,L6a,40,T1839n_V6a
T01141565n,Ntsr1 Neg,11/3/2014,hiseq_020915,9414019,88.71,41.29,33.91,6.15,76.5,Glia,Astrocyte,V1,L6a,40,T1840n_V6a
T01141566n,Ntsr1 Neg,11/3/2014,hiseq_020915,9972223,89.86,30.57,44.56,6.87,3.2,Glia,Astrocyte,V1,L6a,40,T1841n_V6a
T01141567n,Ntsr1 Neg,11/3/2014,hiseq_020915,9706431,88.92,38.79,35.03,6.64,98.6,Glia,Astrocyte,V1,L6a,40,T1842n_V6a
T01141569n,Ntsr1 Neg,11/3/2014,hiseq_020915,6716159,82.68,34.28,33.96,9.44,0.6,Glia,Microglia,V1,L6a,40,T1844n_V6a
T01141570n,Ntsr1 Neg,11/3/2014,hiseq_020915,5876498,85.12,43.87,25.81,8.64,0,Endothelial,Endothelial,V1,L6a,40,T1845n_V6a
T01141571n,Ntsr1 Neg,11/3/2014,hiseq_020915,6981246,82.83,26.22,41.55,6.79,217.4,Glia,Astrocyte,V1,L6a,40,T1846n_V6a
T01141572n,Ntsr1 Neg,11/3/2014,hiseq_020915,6453265,91.23,55.67,29.73,0.98,0.2,Excitatory,L6b,V1,L6a,40,T1847n_V6a
T01141573n,Ntsr1 Neg,11/3/2014,hiseq_020915,8106869,89.81,56.72,23.84,3.17,1.1,Glia,Oligodendrocyte,V1,L6a,40,T1848n_V6a
T01141574n,Ntsr1 Neg,11/3/2014,hiseq_020915,7697570,88.33,37.55,38.49,4.91,185.9,Glia,Astrocyte,V1,L6a,40,T1849n_V6a
T01141575n,Ntsr1 Neg,11/3/2014,hiseq_020915,8311707,91.7,48.19,37.43,1.23,8.5,Excitatory,L6a2,V1,L6a,40,T1850n_V6a
T01141577n,Ntsr1 Neg,11/3/2014,hiseq_020915,7396949,91.29,43.32,41.89,1.21,0,Excitatory,L6a2,V1,L6a,40,T1852n_V6a
T02251501,Ntsr1,2/11/2015,hiseq_030415,11052604,92.15,53.61,33.19,0.58,275.1,Excitatory,L6a1,V1,L6a,10,T2127_V6a
T02251502,Ntsr1,2/11/2015,hiseq_030415,10684597,92.01,52.53,34.45,0.54,189.8,Excitatory,L6a1,V1,L6a,10,T2128_V6a
T02251503,Ntsr1,2/11/2015,hiseq_030415,10434722,91.64,51.62,34.77,0.64,163.8,Excitatory,L6a1,V1,L6a,10,T2129_V6a
T02251504,Ntsr1,2/11/2015,hiseq_030415,9875474,91.38,49.96,36.21,0.53,297,Excitatory,L6a1,V1,L6a,10,T2130_V6a
T02251505,Ntsr1,2/11/2015,hiseq_030415,9985543,91.27,50.91,34.98,0.59,165.5,Excitatory,L6a1,V1,L6a,10,T2131_V6a
T02251506,Ntsr1,2/11/2015,hiseq_030415,10703028,90.68,51.42,34.52,0.73,65.6,Excitatory,L6a1,V1,L6a,10,T2132_V6a
T02251507,Ntsr1,2/11/2015,hiseq_030415,9900598,91.57,52.71,33.25,0.69,164.1,Excitatory,L6a1,V1,L6a,10,T2133_V6a
T02251508,Ntsr1,2/11/2015,hiseq_030415,8919339,91.28,51.55,33.77,0.85,85.9,Excitatory,L6a1,V1,L6a,10,T2134_V6a
T02251509,Ntsr1,2/11/2015,hiseq_030415,10946235,92.14,52.78,33.58,0.71,83.8,Excitatory,L6a1,V1,L6a,10,T2135_V6a
T02251510,Ntsr1,2/11/2015,hiseq_030415,11308288,89.98,49.18,35.65,0.7,213.5,Excitatory,L6a1,V1,L6a,10,T2136_V6a
T02251517,Ntsr1,2/18/2015,hiseq_030415,11067316,92.27,51.42,35.4,0.44,266.8,Excitatory,L6a1,V1,L6a,10,T2143_V6a
T02251518,Ntsr1,2/18/2015,hiseq_030415,10758941,85.61,40.82,36.55,3.05,181.8,Excitatory,L6a1,V1,L6a,10,T2144_V6a
T02251519,Ntsr1,2/18/2015,hiseq_030415,9716695,91.22,56.15,29.01,0.65,265.8,Excitatory,L6a1,V1,L6a,10,T2145_V6a
T02251520,Ntsr1,2/18/2015,hiseq_030415,10117638,89.58,44.7,39.05,0.44,186.1,Excitatory,L6a1,V1,L6a,10,T2146_V6a
T02251521,Ntsr1,2/18/2015,hiseq_030415,10811754,91.4,51.55,34.18,0.48,302.2,Excitatory,L6a1,V1,L6a,10,T2147_V6a
T02251522,Ntsr1,2/18/2015,hiseq_030415,13221774,91.8,54.58,31.28,0.54,259.2,Excitatory,L6a1,V1,L6a,10,T2148_V6a
T02251523,Ntsr1,2/18/2015,hiseq_030415,10467910,91.12,50.47,35.44,0.41,120.6,Excitatory,L6a1,V1,L6a,10,T2149_V6a
T02251524,Ntsr1,2/18/2015,hiseq_030415,9925816,90.89,51.66,33.32,0.72,156.9,Excitatory,L6a1,V1,L6a,10,T2150_V6a
T02251525,Ntsr1,2/18/2015,hiseq_030415,8495238,90.33,61.72,23.35,0.83,651.9,Excitatory,L6a1,V1,L6a,10,T2151_V6a
T02251526,Ntsr1,2/18/2015,hiseq_030415,10171241,86.61,42.95,36.94,2.09,380.1,Excitatory,L6a1,V1,L6a,10,T2152_V6a
T02271417,Ntsr1,1/31/2014,hiseq,21130072,93.78,55.11,31.05,1.51,503.4,Excitatory,L6a1,V1,L6a,10,T256_V6
T02271418,Ntsr1,1/31/2014,hiseq,17972074,92.89,58.57,24.84,2.02,199.8,Excitatory,L6a1,V1,L6a,10,T257_V6
T02271419,Ntsr1,1/31/2014,hiseq_102314,7244606,92.79,72.51,12.12,2.35,278.4,Excitatory,L6a1,V1,L6a,10,T258_V6
T02271420,Ntsr1,1/31/2014,hiseq_102314,9451040,92.86,59.28,27.46,1.2,156.9,Excitatory,L6a1,V1,L6a,10,T259_V6
T02271421,Ntsr1,1/31/2014,hiseq,17789963,90.04,55.54,27.04,1.49,176.2,Excitatory,L6a1,V1,L6a,10,T260_V6
T02271422,Ntsr1,1/31/2014,hiseq,21048415,92.41,54.45,31.05,1.95,298,Excitatory,L6a1,V1,L6a,10,T261_V6
T02271423,Ntsr1,1/31/2014,hiseq,22653816,92.03,55.59,28.03,2.72,350.6,Excitatory,L6a1,V1,L6a,10,T262_V6
T02271424,Ntsr1,1/31/2014,hiseq,23700272,92.65,61.7,23.31,1.84,238,Excitatory,L6a1,V1,L6a,10,T263_V6
T05151401,Ntsr1,12/12/2013,hiseq_020915,12109572,92.72,60.78,25.51,2.22,412.5,Excitatory,L6a1,V1,L6a,10,T446_V6a
T05151402,Ntsr1,12/12/2013,hiseq_020915,8750837,92.57,55.91,30.71,1.7,217.7,Excitatory,L6a1,V1,L6a,10,T447_V6a
T05151403,Ntsr1,12/12/2013,hiseq_020915,8439203,89.94,60.35,17.59,5.18,364.8,Excitatory,L6a1,V1,L6a,10,T448_V6a
T05151404,Ntsr1,12/12/2013,hiseq_020915,14391426,91.56,54.71,28.49,2.45,387.9,Excitatory,L6a1,V1,L6a,10,T449_V6a
T05151405,Ntsr1,12/12/2013,hiseq_020915,10235311,90.14,57.74,21.5,3.75,876.4,Excitatory,L6a1,V1,L6a,10,T450_V6a
T05151406,Ntsr1,12/12/2013,hiseq_020915,8953295,90.67,60.51,20.87,2.94,424.3,Excitatory,L6a1,V1,L6a,10,T451_V6a
T05151407,Ntsr1,12/12/2013,hiseq_020915,7999666,90.95,55.25,28.56,2.03,408.1,Excitatory,L6a1,V1,L6a,10,T452_V6a
T05151408,Ntsr1,12/12/2013,hiseq_020915,7570174,91.75,61.29,22.43,2.06,386.8,Excitatory,L6a1,V1,L6a,10,T453_V6a
T05151409,Ntsr1,12/12/2013,hiseq_020915,7858522,92.06,53.02,31.54,2.73,486.4,Excitatory,L6a1,V1,L6a,10,T454_V6a
T05151410,Ntsr1,12/12/2013,hiseq_020915,7843996,92.77,53.94,32.64,1.8,503.4,Excitatory,L6a1,V1,L6a,10,T455_V6a
T05151411,Ntsr1,12/12/2013,hiseq_020915,9004591,92.79,53.69,33.4,1.3,309.6,Excitatory,L6a1,V1,L6a,10,T456_V6a
T05151412,Ntsr1,12/12/2013,hiseq_020915,8419354,92.43,59.01,26.57,2.01,672.7,Excitatory,L6a1,V1,L6a,10,T457_V6a
T05151413,Ntsr1,12/12/2013,hiseq_020915,8720473,92.09,57.37,27.01,2.31,430.3,Excitatory,L6a1,V1,L6a,10,T458_V6a
T05151414,Ntsr1,12/12/2013,hiseq_020915,6671356,92.2,59.75,25.71,1.86,234.1,Excitatory,L6a1,V1,L6a,10,T459_V6a
T05151415,Ntsr1,12/12/2013,hiseq_020915,6178172,91.31,53.92,31.19,1.04,261.2,Excitatory,L6a1,V1,L6a,10,T460_V6a
T05151416,Ntsr1,12/12/2013,hiseq_020915,8451785,91.64,51.73,33.3,1.87,288.8,Excitatory,L6a1,V1,L6a,10,T461_V6a
T07011401,Ntsr1,1/31/2014,hiseq_071414,13676859,93.57,52.91,34.76,1.6,201.2,Excitatory,L6a1,V1,L6a,10,T702_V6
T07011402,Ntsr1,1/31/2014,hiseq_071414,6896557,93.39,52.74,34.68,1.1,284.3,Excitatory,L6a1,V1,L6a,10,T703_V6
T07011403,Ntsr1,1/31/2014,hiseq_071414,7795422,93.16,48.68,39.18,1.01,386.5,Excitatory,L6a1,V1,L6a,10,T704_V6
T07011406,Ntsr1,1/31/2014,hiseq_071414,8548451,93.55,47.09,40.78,1.08,248.5,Excitatory,L6a1,V1,L6a,10,T707_V6
T07011407,Ntsr1,1/31/2014,hiseq_071414,7502066,93.45,53.23,34.63,0.97,273.3,Excitatory,L6a1,V1,L6a,10,T708_V6
T07011408,Ntsr1,1/31/2014,hiseq_071414,7646716,93.74,44.35,44.3,0.97,284.8,Excitatory,L6a1,V1,L6a,10,T709_V6
T07011409,Ntsr1,1/31/2014,hiseq_071414,8613091,92.71,51.2,36.64,0.98,360.3,Excitatory,L6a1,V1,L6a,10,T710_V6
T07011410,Ntsr1,1/31/2014,hiseq_071414,8571145,92.5,78.31,7.43,1.85,436.6,Excitatory,L6a1,V1,L6a,10,T711_V6
T07011411,Ntsr1,1/31/2014,hiseq_071414,8023137,92.81,49.53,38,0.88,280.9,Excitatory,L6a1,V1,L6a,10,T712_V6
T07011412,Ntsr1,1/31/2014,hiseq_071414,10188166,93.11,45.37,42.72,0.79,290,Excitatory,L6a1,V1,L6a,10,T713_V6
T07011413,Ntsr1,1/31/2014,hiseq_071414,7981958,92.95,48.37,39.29,0.89,172,Excitatory,L6a1,V1,L6a,10,T714_V6
T07011414,Ntsr1,1/31/2014,hiseq_071414,7738102,93,49.57,37.91,1.07,141.8,Excitatory,L6a1,V1,L6a,10,T715_V6
T07011415,Ntsr1,1/31/2014,hiseq_071414,7629586,92.83,54.77,32.2,1.25,236.1,Excitatory,L6a1,V1,L6a,10,T716_V6
T07011416,Ntsr1,1/31/2014,hiseq_071414,6994584,93.11,54.78,32.89,0.88,195.9,Excitatory,L6a1,V1,L6a,10,T717_V6
T07011417,Ntsr1,1/31/2014,hiseq_102314,6186793,89.97,72.98,10.61,1.9,664.6,Excitatory,L6a1,V1,L6a,10,T718_V6
T07011418,Ntsr1,1/31/2014,hiseq_071414,8111842,90.66,42.8,42.66,0.97,256.5,Excitatory,L6a1,V1,L6a,10,T719_V6
T07011419,Ntsr1,1/31/2014,hiseq_071414,7720358,90.68,48.33,36.76,0.86,133.4,Excitatory,L6a1,V1,L6a,10,T720_V6
T07011420,Ntsr1,1/31/2014,hiseq_071414,10045447,90.82,50.58,35.04,0.63,194.1,Excitatory,L6a1,V1,L6a,10,T721_V6
T07011421,Ntsr1,1/31/2014,hiseq_071414,7978546,90.92,47.97,37.86,0.53,151.9,Excitatory,L6a1,V1,L6a,10,T722_V6
T07011422,Ntsr1,1/31/2014,hiseq_071414,8909782,90.58,50.08,35.4,0.66,280.1,Excitatory,L6a1,V1,L6a,10,T723_V6
T07011423,Ntsr1,1/31/2014,hiseq_102314,6155541,91.08,50.68,35.02,0.67,126.2,Excitatory,L6a1,V1,L6a,10,T724_V6
T07011424,Ntsr1,1/31/2014,hiseq_102314,5342770,91.2,49.14,36.75,0.68,181.4,Excitatory,L6a1,V1,L6a,10,T725_V6
T08211401n,Ntsr1 Neg,8/14/2014,hiseq_090214,7715453,90.72,50.6,35.06,0.86,0,Excitatory,L6a2,V1,L6,40,T1171n_V6
T08211402n,Ntsr1 Neg,8/14/2014,hiseq_090214,7910033,88.88,48.13,36.09,1.75,0,Excitatory,L6a2,V1,L6,40,T1172n_V6
T08211403n,Ntsr1 Neg,8/14/2014,hiseq_102314,10171252,91.36,33.05,49.36,4.88,0,Glia,Astrocyte,V1,L6,40,T1173n_V6
T08211404n,Ntsr1 Neg,8/14/2014,hiseq_102314,11234046,91.07,36.58,47.33,2.96,0.1,Glia,Astrocyte,V1,L6,40,T1174n_V6
T08211405n,Ntsr1 Neg,8/14/2014,hiseq_090214,19486773,90.48,48.67,35.92,1.09,1.5,Excitatory,L6a2,V1,L6,40,T1175n_V6
T08211406n,Ntsr1 Neg,8/14/2014,hiseq_102314,11978571,90.59,53.86,25.75,4.49,0.1,Glia,Oligodendrocyte,V1,L6,40,T1176n_V6
T08211407n,Ntsr1 Neg,8/14/2014,hiseq_102314,12950971,92.73,51.91,34.55,1.95,0,Glia,Oligodendrocyte,V1,L6,40,T1177n_V6
T08211408n,Ntsr1 Neg,8/14/2014,hiseq_090214,26546379,88.49,42.24,38.47,1.71,0.1,Excitatory,L4,V1,L6,40,T1178n_V6
T08211410n,Ntsr1 Neg,8/14/2014,hiseq_102314,8927643,88.43,52.28,22.24,8.23,0,Glia,Oligodendrocyte,V1,L6,40,T1180n_V6
T08211411n,Ntsr1 Neg,8/14/2014,hiseq_102314,9791591,90.64,29.89,45.84,6.63,18.6,Glia,Astrocyte,V1,L6,40,T1181n_V6
T08211412n,Ntsr1 Neg,8/14/2014,hiseq_102314,9014539,91.61,36.06,46.65,4.65,0,Glia,Astrocyte,V1,L6,40,T1182n_V6
T08211413n,Ntsr1 Neg,8/14/2014,hiseq_090214,15102716,90.9,48.25,37.02,1.17,11,Excitatory,L6a2,V1,L6,40,T1183n_V6
T08211414n,Ntsr1 Neg,8/14/2014,hiseq_090214,12784207,90.43,50.45,34.58,0.82,4.3,Excitatory,L6a2,V1,L6,40,T1184n_V6
T10011401n,Ntsr1 Neg,8/14/2014,hiseq_102314,6413645,94.05,41.89,47.29,0.73,0,Excitatory,L6a2,V1,L6,40,T1322n_V6
T10011402n,Ntsr1 Neg,8/14/2014,hiseq_102314,6901350,94.02,51.68,37.19,1.12,4.5,Excitatory,L6a2,V1,L6,40,T1323n_V6
T10011403n,Ntsr1 Neg,8/14/2014,hiseq_102314,6611275,93.7,45.54,42.55,0.99,2,Excitatory,L6a2,V1,L6,40,T1324n_V6
T10011404n,Ntsr1 Neg,8/14/2014,hiseq_102314,11228090,94.26,49.61,40.1,0.56,1,Excitatory,L6a2,V1,L6,40,T1325n_V6
T10021422n,Ntsr1 Neg,8/14/2014,hiseq_102314,8977635,93.16,51.56,35.95,0.89,3,Excitatory,L6a2,V1,L6,40,T1375n_V6
T10021423n,Ntsr1 Neg,8/14/2014,hiseq_102314,7209227,91.93,59.81,26.95,0.98,0.4,Inhibitory,Sst_Nr2f2,V1,L6,40,T1376n_V6
T10021424n,Ntsr1 Neg,8/14/2014,hiseq_102314,8786566,92.38,57.4,28.66,2.11,6.3,Inhibitory,Vip,V1,L6,40,T1377n_V6
T13120917,Ntsr1,11/22/2013,hiseq,18404381,91.04,50.92,32.33,2.66,150.9,Excitatory,L6a1,V1,L6a,10,T128_V6
T13120918,Ntsr1,11/22/2013,hiseq,19174945,92.37,58.83,27.4,1.71,405,Excitatory,L6a1,V1,L6a,10,T129_V6
T13120919,Ntsr1,11/22/2013,hiseq,18425653,91.73,58.95,26.13,1.46,335.9,Excitatory,L6a1,V1,L6a,10,T130_V6
Tc02061501,Tac2,12/22/2014,hiseq_020915,8110143,91.52,61.37,21.7,0.71,102.8,Inhibitory,Pvalb,V1,All,79,Tc1948_V
Tc02061502,Tac2,12/22/2014,hiseq_020915,6705986,91.72,49.24,36.18,0.58,157,Excitatory,L5b,V1,All,79,Tc1949_V
Tc02061503,Tac2,12/22/2014,hiseq_020915,7324349,90.74,50.25,33.3,0.52,230.6,Excitatory,L5b,V1,All,79,Tc1950_V
Tc02061504,Tac2,12/22/2014,hiseq_020915,6123309,88.59,48.18,34.38,0.71,146.3,Inhibitory,Pvalb,V1,All,79,Tc1951_V
Tc02061505,Tac2,12/22/2014,hiseq_020915,6733978,91.23,46.83,37.13,1.19,19.5,Inhibitory,Pvalb,V1,All,79,Tc1952_V
Tc02061507,Tac2,12/22/2014,hiseq_020915,7672953,91.65,54.69,30.68,0.87,103.7,Inhibitory,Pvalb,V1,All,79,Tc1954_V
Tc02061508,Tac2,12/22/2014,hiseq_020915,8407969,91.89,52.79,32.12,0.78,147.1,Inhibitory,Pvalb,V1,All,79,Tc1955_V
Tc02061509,Tac2,12/22/2014,hiseq_020915,9502409,91.85,56.44,28.26,1.54,269.2,Inhibitory,Pvalb,V1,All,79,Tc1956_V
U01101433,Nos1,12/23/2013,hiseq_082914,6534377,90.69,53.02,24.69,6.36,310.5,Endothelial,Endothelial,V1,All,24,U180_V
U01101434,Nos1,12/23/2013,hiseq,11444050,91.42,42.15,42.25,2.77,57.8,Inhibitory,Vip,V1,All,24,U181_V
U01101435,Nos1,12/23/2013,hiseq,12369170,89.74,43.77,38.1,3.9,128.6,Inhibitory,Vip,V1,All,24,U182_V
U01101436,Nos1,12/23/2013,hiseq_073014,14522233,94.33,63.47,24.27,0.96,260.7,Inhibitory,Sst_Chodl,V1,All,24,U183_V
U01101437,Nos1,12/23/2013,hiseq,9856920,87.82,46.26,33.29,3.82,310.7,Inhibitory,Vip,V1,All,24,U184_V
U01101438,Nos1,12/23/2013,hiseq,7139187,92.94,59.74,26.84,0.92,182.5,Inhibitory,Sst_Chodl,V1,All,24,U185_V
U01101439,Nos1,12/23/2013,hiseq,31399473,92.58,58.91,26.96,1.16,134.7,Inhibitory,Sst_Chodl,V1,All,24,U186_V
U01101440,Nos1,12/23/2013,hiseq,25308013,91.61,52.15,31.87,2.77,79.1,Inhibitory,Ndnf,V1,All,24,U187_V
U02271409,Nos1,1/29/2014,hiseq,17357574,93.67,63.33,22.62,1.9,392.1,Inhibitory,Ndnf,V1,All,24,U248_V
U02271410,Nos1,1/29/2014,hiseq,9588215,93.58,64.08,21.35,2.62,61.3,Inhibitory,Ndnf,V1,All,24,U249_V
U02271411,Nos1,1/29/2014,hiseq,21188944,92.59,56.93,28.61,1.28,156.5,Inhibitory,Sst_Chodl,V1,All,24,U250_V
U02271412,Nos1,1/29/2014,hiseq,13576667,92.92,66.99,19.89,0.92,149.4,Inhibitory,Sst_Chodl,V1,All,24,U251_V
U02271413,Nos1,1/29/2014,hiseq,19013218,90.08,65.08,18.62,1.44,126.1,Inhibitory,Ndnf,V1,All,24,U252_V
U02271414,Nos1,1/29/2014,hiseq,20312399,91.92,55.85,29.48,1.09,141.1,Inhibitory,Sst_Chodl,V1,All,24,U253_V
U02271415,Nos1,1/29/2014,hiseq,23804840,92.53,61.32,23.9,1.11,210.5,Inhibitory,Sst_Chodl,V1,All,24,U254_V
U02271416,Nos1,1/29/2014,hiseq,23044663,92.26,57.5,27.64,0.64,164.6,Inhibitory,Sst_Chodl,V1,All,24,U255_V
U07011401,Nos1,12/23/2013,hiseq_071414,10239029,92.61,61.38,25.27,0.8,159.8,Inhibitory,Sst_Chodl,V1,All,24,U726_V
U07011402,Nos1,12/23/2013,hiseq_071414,9118896,92.56,55.83,31.13,0.97,107.8,Inhibitory,Sst_Chodl,V1,All,24,U727_V
